parameters:
Namespace(alpha=[0.1, 0.2, 0.5, 1.0, 2.0], clt_leaves=False, cluster_method='GMM', cluster_penalty=[1.0], cv=5, dataset='data/multilabel/business1500/business1500.5.folds.pklz', features=None, g_factor=[5.0, 10.0, 15.0, 20.0], gzip=True, kde_leaves=False, min_inst_slice=[10, 50, 100, 500], n_iters=100, n_restarts=4, n_row_clusters=2, output='exp/ml-repr-spn/', save_model=True, seed=1337, sklearn_args=None, suffix=None, test_ext=None, train_ext=None, valid_ext=None, verbose=1)

g-factor:	clu-pen:	min-ins:	alpha:	fold:	n_edges:	depth:	n_weights:	n_leaves:	n_sums:	n_prods:	train_ll	valid_ll:	test_ll
10.00000	1.00000	10	0.20000	1	3556	19	378	2993	186	378	-17.22476	-inf	-17.86791
10.00000	1.00000	10	0.20000	2	3337	19	328	2850	160	328	-17.11045	-inf	-18.52709
10.00000	1.00000	10	0.20000	3	3448	17	337	2948	164	337	-17.46267	-inf	-16.85234
10.00000	1.00000	10	0.20000	4	3516	17	365	2976	176	365	-17.23020	-inf	-17.77002
10.00000	1.00000	10	0.50000	0	3477	17	368	2932	178	368	-17.38612	-inf	-17.38317
10.00000	1.00000	10	0.50000	1	3556	19	378	2993	186	378	-17.23446	-inf	-17.83607
10.00000	1.00000	10	0.50000	2	3337	19	328	2850	160	328	-17.11908	-inf	-18.50091
10.00000	1.00000	10	0.50000	3	3448	17	337	2948	164	337	-17.47310	-inf	-16.83696
10.00000	1.00000	10	0.50000	4	3516	17	365	2976	176	365	-17.24027	-inf	-17.74458
10.00000	1.00000	10	1.00000	0	3477	17	368	2932	178	368	-17.41849	-inf	-17.39032
10.00000	1.00000	10	1.00000	1	3556	19	378	2993	186	378	-17.26978	-inf	-17.83604
10.00000	1.00000	10	1.00000	2	3337	19	328	2850	160	328	-17.15179	-inf	-18.50348
10.00000	1.00000	10	1.00000	3	3448	17	337	2948	164	337	-17.50907	-inf	-16.84778
10.00000	1.00000	10	1.00000	4	3516	17	365	2976	176	365	-17.27549	-inf	-17.75036
10.00000	1.00000	10	2.00000	0	3477	17	368	2932	178	368	-17.50777	-inf	-17.45443
10.00000	1.00000	10	2.00000	1	3556	19	378	2993	186	378	-17.36369	-inf	-17.89068
10.00000	1.00000	10	2.00000	2	3337	19	328	2850	160	328	-17.23947	-inf	-18.55802
10.00000	1.00000	10	2.00000	3	3448	17	337	2948	164	337	-17.60332	-inf	-16.90928
10.00000	1.00000	10	2.00000	4	3516	17	365	2976	176	365	-17.36809	-inf	-17.80966
10.00000	1.00000	50	0.10000	0	3456	17	358	2925	174	358	-17.38830	-inf	-17.43613
10.00000	1.00000	50	0.10000	1	3535	19	372	2981	183	372	-17.23255	-inf	-17.90556
10.00000	1.00000	50	0.10000	2	3310	19	319	2837	155	319	-17.12248	-inf	-18.55142
10.00000	1.00000	50	0.10000	3	3426	17	330	2936	161	330	-17.47517	-inf	-16.86899
10.00000	1.00000	50	0.10000	4	3504	17	351	2984	170	351	-17.24581	-inf	-17.79366
10.00000	1.00000	50	0.20000	0	3456	17	358	2925	174	358	-17.38449	-inf	-17.41076
10.00000	1.00000	50	0.20000	1	3535	19	372	2981	183	372	-17.22977	-inf	-17.87497
10.00000	1.00000	50	0.20000	2	3310	19	319	2837	155	319	-17.11949	-inf	-18.52582
10.00000	1.00000	50	0.20000	3	3426	17	330	2936	161	330	-17.47278	-inf	-16.85080
10.00000	1.00000	50	0.20000	4	3504	17	351	2984	170	351	-17.24314	-inf	-17.76460
10.00000	1.00000	50	0.50000	0	3456	17	358	2925	174	358	-17.39158	-inf	-17.38718
10.00000	1.00000	50	0.50000	1	3535	19	372	2981	183	372	-17.23935	-inf	-17.84372
10.00000	1.00000	50	0.50000	2	3310	19	319	2837	155	319	-17.12752	-inf	-18.49985
10.00000	1.00000	50	0.50000	3	3426	17	330	2936	161	330	-17.48312	-inf	-16.83581
10.00000	1.00000	50	0.50000	4	3504	17	351	2984	170	351	-17.25261	-inf	-17.73642
10.00000	1.00000	50	1.00000	0	3456	17	358	2925	174	358	-17.42343	-inf	-17.39435
10.00000	1.00000	50	1.00000	1	3535	19	372	2981	183	372	-17.27467	-inf	-17.84402
10.00000	1.00000	50	1.00000	2	3310	19	319	2837	155	319	-17.15934	-inf	-18.50230
10.00000	1.00000	50	1.00000	3	3426	17	330	2936	161	330	-17.51879	-inf	-16.84715
10.00000	1.00000	50	1.00000	4	3504	17	351	2984	170	351	-17.28699	-inf	-17.73999
10.00000	1.00000	50	2.00000	0	3456	17	358	2925	174	358	-17.51181	-inf	-17.45805
10.00000	1.00000	50	2.00000	1	3535	19	372	2981	183	372	-17.36859	-inf	-17.89864
10.00000	1.00000	50	2.00000	2	3310	19	319	2837	155	319	-17.24558	-inf	-18.55632
10.00000	1.00000	50	2.00000	3	3426	17	330	2936	161	330	-17.61241	-inf	-16.90947
10.00000	1.00000	50	2.00000	4	3504	17	351	2984	170	351	-17.37852	-inf	-17.79752
10.00000	1.00000	100	0.10000	0	3316	15	315	2846	156	315	-17.42531	-inf	-17.45975
10.00000	1.00000	100	0.10000	1	3360	19	313	2892	156	313	-17.31865	-inf	-17.94382
10.00000	1.00000	100	0.10000	2	3176	17	271	2771	135	271	-17.18171	-inf	-18.59863
